Size;Time[ns];Method
1580;2900;insert
1581;23500;insert
1582;3900;insert
1583;4800;insert
1584;9300;insert
1585;22100;insert
1586;13300;insert
1587;11000;insert
1588;12500;insert
1589;6200;insert
1590;3100;insert
1591;12200;insert
1592;6000;insert
1593;3400;insert
1594;4900;insert
1595;7100;insert
1596;20400;insert
1597;10800;insert
1598;8600;insert
1599;5300;insert
1600;5800;insert
1601;1900;insert
1602;8200;insert
1603;13500;insert
1604;3600;insert
1605;2400;insert
1606;8500;insert
1607;7700;insert
1608;12700;insert
1609;8800;insert
1610;4700;insert
1611;5600;insert
1612;6600;insert
1613;8900;insert
1614;18900;insert
1615;3100;insert
1616;9200;insert
1617;18200;insert
1618;11000;insert
1619;1300;insert
1620;3300;insert
1621;8900;insert
1622;4900;insert
1623;8100;insert
1624;8000;insert
1625;6400;insert
1626;5600;insert
1627;6600;insert
1628;9300;insert
1629;10200;insert
1630;11600;insert
1631;13400;insert
1632;3900;insert
1633;5600;insert
1634;16700;insert
1635;10200;insert
1636;12100;insert
1637;2800;insert
1638;3200;insert
1639;2500;insert
1640;34300;insert
1641;2000;insert
1642;3700;insert
1643;6900;insert
1644;4500;insert
1645;9800;insert
1646;4500;insert
1647;10700;insert
1648;4000;insert
1649;10300;insert
1650;10400;insert
1651;3200;insert
1652;12900;insert
1653;11600;insert
1654;15300;insert
1655;1800;insert
1656;9900;insert
1657;3500;insert
1658;14500;insert
1659;2100;insert
1660;7300;insert
1661;11300;insert
1662;5900;insert
1663;10700;insert
1664;8700;insert
1665;3600;insert
1666;13900;insert
1667;10400;insert
1668;8300;insert
1669;5700;insert
1670;6600;insert
1671;5100;insert
